Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (ﾀ),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
12/04/2013,"101 Gort na Coiribe, Headford Road, Galway",,Galway,"ﾀ123,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"103 Abbeylands, Mullingar",,Westmeath,"ﾀ61,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"105 Cuirt Seoige, Bohermore, Galway",,Galway,"ﾀ245,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"106 lakelands, castledermot",,Kildare,"ﾀ200,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"11 Barnwell Way, Hansfield, Dublin 15",,Dublin,"ﾀ134,075.00",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
12/04/2013,"11 Burgage Street, Newcastle Lyons, Newcastle",,Dublin,"ﾀ105,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"11 Landsend, Abbeyside, Dungarvan",,Waterford,"ﾀ435,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"11 NEWPARK, KILKENNY",,Kilkenny,"ﾀ85,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"11 St. Assam's Avenue, Raheny, Dublin 5",Dublin 5,Dublin,"ﾀ293,333.33",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"114 The Forum, Ballymoss Road, Sandyford",Dublin 18,Dublin,"ﾀ135,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"12 Tramore Holiday Villas, Tramore",,Waterford,"ﾀ40,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"120 Sliabh Rua, Moate",,Westmeath,"ﾀ42,500.00",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
12/04/2013,"136 Iveragh Road, Whitehall",Dublin 9,Dublin,"ﾀ368,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"137 Clonard Road, Crumlin",Dublin 12,Dublin,"ﾀ95,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"14 Dun an Oir, Milford Grange, Castletroy",,Limerick,"ﾀ141,500.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"149 Riverside Park, Clonshaugh",,Dublin,"ﾀ210,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"15 Dromainn, Cahir Road, Clonmel",,Tipperary,"ﾀ195,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"15 Wolfe Tone Street, Limerick",,Limerick,"ﾀ50,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"157 Ballyboden Road, Rathfarnham, Dublin 14",,Dublin,"ﾀ250,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"17 Ashe Street, Clonakilty, Cork",,Cork,"ﾀ54,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"17 Wellington Lane, Dublin 4",,Dublin,"ﾀ650,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"18 Ringcurran Rise, Ardbrack, Kinsale",,Cork,"ﾀ350,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"19 Milltown Gate, Burgage Mor, Blessington",,Wicklow,"ﾀ171,806.17",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
12/04/2013,"19 Parkhill Close, Kilnamanagh, Dublin 24",Dublin 24,Dublin,"ﾀ149,500.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"19 Templeview Crescent, Clarehall",,Dublin,"ﾀ203,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"2 Hillcrest Manor, Templeogue",Dublin 6w,Dublin,"ﾀ245,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"20 Cherrybrook, Foxborrow  Block Road, Portlaoise",,Laois,"ﾀ210,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
12/04/2013,"21 Roanmore Park, Waterford",,Waterford,"ﾀ82,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"22 Father Albert Place, Kilkenny",,Kilkenny,"ﾀ82,500.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"249 Kimmage Road Lr, Kimmage, Dublin 6W",,Dublin,"ﾀ280,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"25 Clearstream Court, McKee Avenue, Finglas",Dublin 11,Dublin,"ﾀ115,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"27 Annamoe Park, Cabra",Dublin 7,Dublin,"ﾀ66,190.00",Yes,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"27 Fforster Park, Lucan",,Dublin,"ﾀ190,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"27 Garavogue Villas, Sligo",,Sligo,"ﾀ54,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"285 castlecurragh heath, mulhuddart",,Dublin,"ﾀ106,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"3  Rutland Avenue, Crumlin, Dublin 12",,Dublin,"ﾀ142,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"3 Roselyn Gardens, Renmore, Galway",,Galway,"ﾀ164,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"3 St Esra Close, Killester Avenue, Killester",Dublin 5,Dublin,"ﾀ315,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
12/04/2013,"30 St Fintans Park, Deansgrange",,Dublin,"ﾀ231,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"30 The Orchard, Killester",Dublin 5,Dublin,"ﾀ143,500.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"31 St Brendan's Terrace, Killarney",,Kerry,"ﾀ150,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"32 Clonard St, Balbriggan",,Dublin,"ﾀ97,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"32 The Courtyard, College Drive, Fortfield Square  Terenure",,Dublin,"ﾀ257,500.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
12/04/2013,"33 Grange Downs, Rathfarnham",Dublin 16,Dublin,"ﾀ372,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"35 Shanowen Park, Santry",,Dublin,"ﾀ220,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"4 Ashgrove, Kill Avenue, Dun Laoghaire",,Dublin,"ﾀ180,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"4 Ocean View, Lahinch",,Clare,"ﾀ100,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"4 Rathmullen Road, Drogheda, County Louth",,Louth,"ﾀ123,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"4 THE BRAMBLES, PEMBROKE WOODS, PASSAGE WEST",,Cork,"ﾀ167,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"40 The View, Carrickmines Manor, Carrickmines",,Dublin,"ﾀ156,828.19",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
12/04/2013,"43 Alderwood, Hollystown",,Dublin,"ﾀ77,800.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
12/04/2013,"44 Kilmahuddrick Road, Clondalkin, Dublin 22",,Dublin,"ﾀ65,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"45 Beechwood Lawns, Rathcoole",,Dublin,"ﾀ210,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"46 Nash Street, Inchicore",Dublin 8,Dublin,"ﾀ80,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"460 Orwell Park Green, Templeogue",Dublin 6w,Dublin,"ﾀ308,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"47 the cedars, herbert park lane, ballsbridge",Dublin 4,Dublin,"ﾀ247,500.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"47 Walshestown Abbey, Newbridge",,Kildare,"ﾀ320,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"49 Carrow Road, Drimnagh",Dublin 12,Dublin,"ﾀ61,290.00",Yes,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"5 Abingtion, Malahide",,Dublin,"ﾀ1,657,166.60",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"50 Woodford Drive, Clondalkin",Dublin 22,Dublin,"ﾀ78,471.67",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"53 Brookdale Lawns, Swords, County Dublin",,Dublin,"ﾀ181,500.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"55 Limekiln Green, Walkinstown",,Dublin,"ﾀ130,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"56 Ashcroft, Rahey, Dublin",,Dublin,"ﾀ195,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"57A Ardcian Park, Swords",,Dublin,"ﾀ235,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"59 Quay Street, Skerries",,Dublin,"ﾀ180,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"6  EMO HOUSE, MAIN STREET, HOWTH",,Dublin,"ﾀ164,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"65 College Green, Summerhill, Wexford",,Wexford,"ﾀ80,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"7 Moatfield Avenue, Coolock, Dublin 17",Dublin 17,Dublin,"ﾀ194,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"7 SYCAMORE AVENUE, CASTLEKNOCK",,Dublin,"ﾀ280,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"7 Tamarisk Heights, Kilnamanagh",,Dublin,"ﾀ225,250.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"7 The Lawn, Innishannon",,Cork,"ﾀ63,600.00",Yes,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"76 Ranelagh Rd, Ranelagh",Dublin 6,Dublin,"ﾀ465,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"794 Rowanville, Kildare",,Kildare,"ﾀ72,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"8 Chapel Hill, Clogherhead",,Louth,"ﾀ77,533.03",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
12/04/2013,"8 JAIL STREET, WATERFORD",,Waterford,"ﾀ48,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"8 Kilgarron Cottages, Enniskerry, Co. Wicklow",,Wicklow,"ﾀ121,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"8 Lios an Uisce, Murrough",,Galway,"ﾀ89,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"8 Tulach Rua, Courtbrack",,Cork,"ﾀ207,048.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
12/04/2013,"84 Annadale Crescent, Drumcondra, Dublin",Dublin 9,Dublin,"ﾀ240,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"88B Block B, Smithfield Market, Smithfield",,Dublin,"ﾀ357,500.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"9 Clois Brid, Saltown, Dundalk",,Louth,"ﾀ44,500.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"9 DARGAN STREET, BRAY, COUNTY WICKLOW",,Wicklow,"ﾀ90,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"9 Triog Manor, Portlaoise",,Laois,"ﾀ80,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"97 Cherrymount, Clonmel",,Tipperary,"ﾀ142,500.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"Abbey Crescent, Abbeyleix",,Laois,"ﾀ140,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"Abbey/Georges Street, Wexford",,Wexford,"ﾀ106,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"APARTMENT 12, HOWTH JUNCTION COURT, ST DONAGH'S ROAD",Dublin 5,Dublin,"ﾀ90,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
12/04/2013,"Apartment 2  Annesley Lodge, 76A Terenure Road East, dublin 6",,Dublin,"ﾀ122,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"Apartment 20, Block A  Waters Gate, Bilberry",,Waterford,"ﾀ70,484.58",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
12/04/2013,"Apartment 27 The Printworks, Lower Dargle Road, Bray",,Dublin,"ﾀ120,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"Apartment 6, Rockenham Court, Ferrybank  Waterford",,Waterford,"ﾀ46,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"Apt 116 Richmond Court, Mount Kenneth, Dock Road",,Limerick,"ﾀ33,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"Ballyconnigar Lower, Blackwater",,Wexford,"ﾀ77,500.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"Bedford, Listowel",,Kerry,"ﾀ95,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"Brackloon West, Bekan, Claremorris",,Mayo,"ﾀ45,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"Breffni, Garavogue, Prosperous",,Kildare,"ﾀ230,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"Broom Cottage, Allenwood South, Naas",,Kildare,"ﾀ60,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"Capparoe, Dromore, Kenmare",,Kerry,"ﾀ72,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"Caravan Road, Dungloe, Co. Donegal",,Donegal,"ﾀ75,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"Coronagh, Virginia",,Cavan,"ﾀ327,500.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"Craigg, Abbeyfeale",,Limerick,"ﾀ85,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"cummer, tuam",,Galway,"ﾀ200,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"Donore Village, Donore",,Meath,"ﾀ280,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"Dromalty, Cappamore",,Limerick,"ﾀ75,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"DUNTAHANE, CORK ROAD, FERMOY",,Cork,"ﾀ160,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"Graymoor House, Loreto Road, Dalkey",,Dublin,"ﾀ550,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"Hale Street, Ardee",,Louth,"ﾀ25,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"HILLVIEW, SHEASTOWN, KILKENNY",,Kilkenny,"ﾀ60,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"Irishtown, Mullingar",,Westmeath,"ﾀ300,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"Kilcoe Rectory, Church Cross, Skibbereen",,Cork,"ﾀ212,500.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"Kiltoome, Trim",,Meath,"ﾀ317,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"Leabeg, Newcastle",,Wicklow,"ﾀ42,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"Mitchelstown Cottage, Kilshane Cross, Finglas",,Dublin,"ﾀ52,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"Murrough, Merlin Park, Galway",,Galway,"ﾀ235,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"No  14, The Anchorage Apartments, The Quay  Westport",,Mayo,"ﾀ90,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"Noelville, 51 Capwell road",,Cork,"ﾀ102,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"No. 2 Dooagh, Achill, Co. Mayo",,Mayo,"ﾀ105,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"Number 2 Brigadee, Sorrento Road, Dalkey",,Dublin,"ﾀ700,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"Orchard Lane, Dingle",,Kerry,"ﾀ50,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"Park Road, Swinford",,Mayo,"ﾀ116,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"rear 644 Ballycullen Cottages, Ballycullen Road, Knocklyon",Dublin 16,Dublin,"ﾀ280,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"Rustic Lodge, Maglin, Ballincollig",,Cork,"ﾀ634,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"Saleen, Ballinrobe Rd., Castlebar",,Mayo,"ﾀ35,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"Skevanish, Innishannon",,Cork,"ﾀ71,500.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"The Claret, Castletown Road, Dundalk",,Louth,"ﾀ50,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"The Coachhouse, 31 Terenure Road East, Dublin 6",,Dublin,"ﾀ515,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"The Old Orchard, Kilcoolishal, Glanmire",,Cork,"ﾀ190,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"The Woodpecker, Ballinalea, Ashford",,Wicklow,"ﾀ39,325.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"Tonarussa, Ballyvaughan",,Clare,"ﾀ220,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"Toomore, Foxford",,Mayo,"ﾀ70,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"Woodburn, Julianstown",,Meath,"ﾀ280,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/04/2013,"1359 William Pearce Terrace, Castledermot",,Kildare,"ﾀ33,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
14/04/2013,"21 Hughes Road South, Walkinstown",Dublin 12,Dublin,"ﾀ175,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/04/2013,"Ryninch Upper, Ballina",,Tipperary,"ﾀ155,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/04/2013,"10 Grange Manor, Tulsk",,Roscommon,"ﾀ76,916.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
15/04/2013,"109 carrs mill, donabate, co dublin",,Dublin,"ﾀ343,250.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
15/04/2013,"11 Huntstown Avenue, Clonsilla",,Dublin,"ﾀ155,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/04/2013,"11 STAMER STREET, PORTOBELLO",Dublin 8,Dublin,"ﾀ460,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/04/2013,"117 Leighlin Road, Crumlin",,Dublin,"ﾀ157,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/04/2013,"12 Bloomfield Park, Donnybrook",,Dublin,"ﾀ335,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/04/2013,"12 Martello Park, Ringaskiddy, Co. Cork",,Cork,"ﾀ155,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/04/2013,"13 Bradfields, Dunderrow, Kinsale",,Cork,"ﾀ190,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/04/2013,"13 grange manor, tulsk, county roscommon",,Roscommon,"ﾀ88,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
15/04/2013,"13 Straffan Gate, Straffan, Co. Kildare",,Kildare,"ﾀ243,348.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
15/04/2013,"144 Rosewood Estate, Ballincollig",,Cork,"ﾀ116,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/04/2013,"17 Deerpark Drive, Castleknock, Dublin 15",,Dublin,"ﾀ775,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/04/2013,"2  Coolick, Kilcummin, Killarney",,Kerry,"ﾀ165,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/04/2013,"2 MARINO ST, BANTRY",,Cork,"ﾀ27,500.00",No,No,Second-Hand Dwelling house /Apartment,
15/04/2013,"21 Shannon Park, Portumna",,Galway,"ﾀ31,900.00",Yes,No,Second-Hand Dwelling house /Apartment,
15/04/2013,"21 Shannon Park, Portumna",,Galway,"ﾀ31,900.00",Yes,No,Second-Hand Dwelling house /Apartment,
15/04/2013,"22 College Woods, Balla",,Mayo,"ﾀ67,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
15/04/2013,"26 Castlebridge, Maynooth",,Kildare,"ﾀ225,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/04/2013,"28 Mountain View, Kilcummin, Killarney",,Kerry,"ﾀ90,250.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
15/04/2013,"3  Abbotswood Downs, Monastery Road, Rochestown  Cork",,Cork,"ﾀ392,500.00",No,No,Second-Hand Dwelling house /Apartment,
15/04/2013,"3 Ash Grove, Glencairin, Dooradoyle",,Limerick,"ﾀ160,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/04/2013,"3 BRIDEWELL PLACE, COLLON",,Louth,"ﾀ140,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/04/2013,"3 Parkside, Ballymoreustace, Naas",,Kildare,"ﾀ265,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/04/2013,"30 The Courtyard, Fortfield Square, Terenure  Dublin 6w",,Dublin,"ﾀ282,500.00",No,No,Second-Hand Dwelling house /Apartment,
15/04/2013,"31 The Pottery, Weir Road, Tuam",,Galway,"ﾀ145,000.00",Yes,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
15/04/2013,"34A Long Lane, off New Street South",Dublin 8,Dublin,"ﾀ68,750.00",Yes,No,Second-Hand Dwelling house /Apartment,
15/04/2013,"35 castle view court, delvin",,Westmeath,"ﾀ100,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/04/2013,"35 wadelai green, ballymun, dublin",Dublin 11,Dublin,"ﾀ175,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/04/2013,"37 Kerins Park, Tralee",,Kerry,"ﾀ50,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
15/04/2013,"4 Russell Avenue, East Wall",,Dublin,"ﾀ130,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/04/2013,"4 St Kevin's Park, Stillorgan, Co Dublin",,Dublin,"ﾀ305,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/04/2013,"40 Lough Road, Cork, Cork",,Cork,"ﾀ100,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/04/2013,"41 Moore Bay Holiday Village, Kilkee, County Clare",,Clare,"ﾀ65,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/04/2013,"41 The Paddocks View, Adamstown",,Dublin,"ﾀ160,000.00",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
15/04/2013,"45  The Mooring, Skibbereen",,Cork,"ﾀ112,500.00",No,No,Second-Hand Dwelling house /Apartment,
15/04/2013,"45 The Cloisters, Ballincollig, Co Cork",,Cork,"ﾀ160,700.00",No,No,Second-Hand Dwelling house /Apartment,
15/04/2013,"46 Blackhall Palce, Dublin 7, Dublin 7",,Dublin,"ﾀ75,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/04/2013,"469 carnlough road, cabra",Dublin 7,Dublin,"ﾀ80,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/04/2013,"48 Achill Square, Waterville, Blanchardstown",,Dublin,"ﾀ128,020.00",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
15/04/2013,"49 Oakfield, Oranmore",,Galway,"ﾀ145,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/04/2013,"5 Carrickfoyle Terrace, Kilmainham",Dublin 8,Dublin,"ﾀ40,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/04/2013,"5 Mountain View, Reaghstown, Ardee",,Louth,"ﾀ50,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/04/2013,"53 brookwood avenue, artane, dublin 5",Dublin 5,Dublin,"ﾀ247,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/04/2013,"56 Moorefield Park, Newbridge",,Kildare,"ﾀ137,500.00",No,No,Second-Hand Dwelling house /Apartment,
15/04/2013,"59 Ardleigh Park, Mullingar",,Westmeath,"ﾀ100,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/04/2013,"59 Parkmore, Tuam",,Galway,"ﾀ21,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/04/2013,"60 abbeyview, abbeylands, kinsale",,Cork,"ﾀ136,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/04/2013,"61 Carn Hill, Navan",,Meath,"ﾀ210,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/04/2013,"61 Lower Albert Road, Sandycove",,Dublin,"ﾀ1,130,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/04/2013,"63 Carne Hill, JOhnstown, Navan",,Meath,"ﾀ205,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/04/2013,"67 Hampton Wood Road, Hampton Wood, Finglas",,Dublin,"ﾀ80,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/04/2013,"67 Ros Na Ri, Churchill Meadows, Raheen",,Limerick,"ﾀ170,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/04/2013,"7  Forge Park, Oakpark, Tralee",,Kerry,"ﾀ167,500.00",No,No,Second-Hand Dwelling house /Apartment,
15/04/2013,"7 Windtown Crescent, Navan",,Meath,"ﾀ41,144.00",Yes,No,Second-Hand Dwelling house /Apartment,
15/04/2013,"74 Inis Orga, Curryclough, Bandon",,Cork,"ﾀ130,000.00",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
15/04/2013,"77 Mulaharlin Park, Dundalk",,Louth,"ﾀ49,490.00",Yes,No,Second-Hand Dwelling house /Apartment,
15/04/2013,"92 Stannaway Road, Crumlin",Dublin 12,Dublin,"ﾀ58,300.00",Yes,No,Second-Hand Dwelling house /Apartment,
15/04/2013,"Apartment 75, Cherbury Court, Booterstown",,Dublin,"ﾀ225,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/04/2013,"Apartment No. 4, Chapelhill, Chapelizod",,Dublin,"ﾀ105,000.00",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
15/04/2013,"Apt79 Millennium Tower, Charlotte Quay Dock",Dublin 4,Dublin,"ﾀ806,625.00",No,No,Second-Hand Dwelling house /Apartment,
15/04/2013,"Ballinard, Herbertstown",,Limerick,"ﾀ278,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/04/2013,"Ballyrichard More, Midleton, Co. Cork",,Cork,"ﾀ80,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/04/2013,"BARLEYHILL, BOHOLA",,Mayo,"ﾀ30,000.00",No,No,Second-Hand Dwelling house /Apartment,
