Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (ﾀ),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
10/03/2010,"17 Whitethorn Grove, Artane",Dublin 5,Dublin,"ﾀ330,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/03/2010,"173 Brightwater, Crosshaven",,Cork,"ﾀ250,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/03/2010,"176 kilmalum ave, blessington manor, blessington",,Wicklow,"ﾀ170,242.29",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
10/03/2010,"18 HIGHFIELD, ATHBOY",,Meath,"ﾀ215,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/03/2010,"183 landen road, ballyformot",Dublin 10,Dublin,"ﾀ130,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/03/2010,"19 Monksfield, Dungarvan",,Waterford,"ﾀ230,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
10/03/2010,"21 Primrose Court, Forest Hill, Carrigaline",,Cork,"ﾀ167,400.88",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
10/03/2010,"23 suir road, kilmainham",Dublin 8,Dublin,"ﾀ166,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/03/2010,"235 Ros Caoin, Roscam, Galway",,Galway,"ﾀ300,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/03/2010,"24 Belfrey Downs, Citywest, Dublin 24",,Dublin,"ﾀ250,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/03/2010,"26 Claremont Drive, Glasnevin, Dublin 11",,Dublin,"ﾀ325,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/03/2010,"29 Bellflower Close, Forest Hill, Carrigaline",,Cork,"ﾀ238,740.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
10/03/2010,"3 Cedar Avenue, Bishopstown",,Cork,"ﾀ260,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/03/2010,"30 HARCOURT HALL, CHARLOTTE WAY",,Dublin,"ﾀ230,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/03/2010,"31 An Leargan, Western Distributer Road, Knocknacarra",,Galway,"ﾀ220,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
10/03/2010,"31 Brookwood Lawns, Red Barns Road, Dundalk",,Louth,"ﾀ185,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/03/2010,"34 college road, cork",,Cork,"ﾀ195,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/03/2010,"34 The Priory, Donabate",,Dublin,"ﾀ340,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/03/2010,"36 Stratton Grove, Adamstown Square, Adamstown",,Dublin,"ﾀ136,245.81",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
10/03/2010,"46 Charleville Avenue, North Strand",Dublin 3,Dublin,"ﾀ285,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/03/2010,"47 Griffith Avenue, Clonmel",,Tipperary,"ﾀ150,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/03/2010,"5 Gleann Cian, Ard Na nGleann, Lyre  Banteer",,Cork,"ﾀ222,026.43",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
10/03/2010,"54 WILLOW PARK GROVE, GLASNEVIN, DUBLIN",Dublin 11,Dublin,"ﾀ407,500.00",No,No,Second-Hand Dwelling house /Apartment,
10/03/2010,"55 Gleann Rua, Ballygarvan",,Cork,"ﾀ240,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/03/2010,"653 Collins Avenue, Whitehall, Dublin 9",,Dublin,"ﾀ10,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/03/2010,"66 CHURCHWELL ROAD, BELMAYNE, BALGRIFFIN",,Dublin,"ﾀ315,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
10/03/2010,"66 Sandyhill Gardens, Ballymun  Dublin 11",,Dublin,"ﾀ155,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/03/2010,"69 Mount Oliver Road, Kilbarrack, Dublin 5",,Dublin,"ﾀ200,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/03/2010,"7 Clonbeg, Church Hill Meadows  Raheen, Limerick",,Limerick,"ﾀ217,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/03/2010,"73 Cluain Lorcan, latlorcan, monaghan",,Monaghan,"ﾀ182,071.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
10/03/2010,"79 Crawford Woods, Church Hill, Glanmire",,Cork,"ﾀ380,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
10/03/2010,"89 Crosbies Yard, Ossory Road",Dublin 3,Dublin,"ﾀ188,986.78",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
10/03/2010,"9 gleann dara green, grenagh",,Cork,"ﾀ215,000.00",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
10/03/2010,"9 Glencairn Road, The Gallops, Leopardstown",,Dublin,"ﾀ465,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/03/2010,"9 The Paddocks View, Adamstown, Lucan",,Dublin,"ﾀ180,617.22",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
10/03/2010,"Apartment 146 Wyckham Point, Wyckham Way, Dundrum  D16",,Dublin,"ﾀ286,343.61",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
10/03/2010,"Apartment 60  Ard Cluain, Main Street  Clonee, Dublin  15",,Meath,"ﾀ166,961.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
10/03/2010,"Ashgrove, Robinstown, Navan",,Meath,"ﾀ337,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/03/2010,"Ashwood, Clonakilty",,Cork,"ﾀ300,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/03/2010,"Ballyargus, Redcastle",,Donegal,"ﾀ101,125.00",No,No,Second-Hand Dwelling house /Apartment,
10/03/2010,"Ballyhea, Charleville",,Cork,"ﾀ361,500.00",No,No,Second-Hand Dwelling house /Apartment,
10/03/2010,"Deerpark Old, Bunclody",,Wexford,"ﾀ220,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/03/2010,"Gurrane, Ballyhea, Charleville",,Cork,"ﾀ150,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
10/03/2010,"Number 66 Danesfort, Loughrea, County Galway",,Galway,"ﾀ131,277.53",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
10/03/2010,"NUMBER 9 CATHAIR LAKES, ARDMONIEL, KILLORGLIN",,Kerry,"ﾀ195,800.00",No,No,Second-Hand Dwelling house /Apartment,
10/03/2010,"Richmond, Nenagh, Co. Tipperary",,Tipperary,"ﾀ210,132.16",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
10/03/2010,"Rover Upper, St. Ronan's Park, Arigna",,Roscommon,"ﾀ125,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/03/2010,"10 Allenwood, Tullyallen",,Louth,"ﾀ88,105.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
11/03/2010,"14 Ard na Ri, Castlelyons, Co. Cork",,Cork,"ﾀ307,855.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
11/03/2010,"143 Coill Tire, Doughiska",,Galway,"ﾀ132,158.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
11/03/2010,"15 newcastle woods, enfield, co. meath",,Meath,"ﾀ168,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
11/03/2010,"165 Fernwood, Ballinglanna  Glyntown, Glanmire",,Cork,"ﾀ253,832.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
11/03/2010,"2 Clover Hill, Dooradoyle",,Limerick,"ﾀ334,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/03/2010,"2 STRAFFAN GATE, STRAFFAN",,Kildare,"ﾀ462,556.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
11/03/2010,"206 Shanliss, Santry",,Dublin,"ﾀ420,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/03/2010,"22 Old Racecourse, Knock Road, Ballyhaunis",,Mayo,"ﾀ132,158.58",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
11/03/2010,"23 knockneenagh road, clondalkin",Dublin 22,Dublin,"ﾀ340,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/03/2010,"24 Hillcrest Road, Newcastle Road, Lucan",,Dublin,"ﾀ224,999.00",No,No,Second-Hand Dwelling house /Apartment,
11/03/2010,"28 Fortlands, Sligo Road, Ballaghaderreen",,Roscommon,"ﾀ150,695.00",Yes,Yes,New Dwelling house /Apartment,greater than 125 sq metres
11/03/2010,"29 Kilkee HOuse, Clare Village",Dublin 13,Dublin,"ﾀ147,092.51",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
11/03/2010,"2cill mhuire close, kenmare",,Kerry,"ﾀ220,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/03/2010,"33 The Manor, Clondulane, Fermoy",,Cork,"ﾀ170,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/03/2010,"39 Marlay View, Ballinteer",,Dublin,"ﾀ292,500.00",No,No,Second-Hand Dwelling house /Apartment,
11/03/2010,"4 GROVE STREET, GROVE COURT, MULLINGAR",,Westmeath,"ﾀ167,400.88",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
11/03/2010,"41 Dun Lia, Loughtagalla, Thurles",,Tipperary,"ﾀ152,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
11/03/2010,"42 ARDAGH AVENUE, BLACKROCK",,Dublin,"ﾀ435,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/03/2010,"44 Oranisland, Maree Road, Oranmore",,Galway,"ﾀ387,665.19",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
11/03/2010,"5 OLD CROBALLY ROAD, TRAMORE, CO. WATERFORD",,Waterford,"ﾀ202,500.00",No,No,Second-Hand Dwelling house /Apartment,
11/03/2010,"5 Seachnall Place, Dunshaughlin",,Meath,"ﾀ295,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/03/2010,"50 HARBOUR VIEW, CROFTON ROAD, DUN LAOGHAIRE",,Dublin,"ﾀ314,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/03/2010,"52 College Square, Wainsfort Manor Drive, Terenure",Dublin 6w,Dublin,"ﾀ771,233.48",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
11/03/2010,"58 Stratton Walk, Adamstown Square, Adamstown",Dublin 15,Dublin,"ﾀ260,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
11/03/2010,"6 Cois Cille, Dunhill, Co. Waterford",,Waterford,"ﾀ165,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
11/03/2010,"63 Glenfield Avenue, Clondalkin, Dublin 22",,Dublin,"ﾀ255,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/03/2010,"7 Colthurst Crescent, Lucan",,Dublin,"ﾀ255,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/03/2010,"7 Cypress Lawn, Templeogue, Dublin 6W",,Dublin,"ﾀ455,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/03/2010,"7 Edward Square, Donnybrook",Dublin 4,Dublin,"ﾀ1,196,953.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
11/03/2010,"7 Farmleigh Avenue, Farmleigh Woods, Castleknock",Dublin 15,Dublin,"ﾀ947,136.56",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
11/03/2010,"72  Heathfield Terrace, Heathfield, Cappagh Road Finglas",Dublin 11,Dublin,"ﾀ219,950.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
11/03/2010,"79 The Eagle, Leas na Mara, Ballymoneen Road",,Galway,"ﾀ191,629.95",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
11/03/2010,"8 Coastguard Court, Cullenstown, Duncormick",,Wexford,"ﾀ118,942.73",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
11/03/2010,"9 Upper Cross Road, Rialto",,Dublin,"ﾀ200,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/03/2010,"Apartment 5  Ashbrook, Ashtown",Dublin 15,Dublin,"ﾀ105,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/03/2010,"Apartment No. 127 Carrington Park, Northwood, Santry  Dublin 9",,Dublin,"ﾀ280,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
11/03/2010,"Apt 12 New Bancroft Hall, Main Street, Tallaght",Dublin 24,Dublin,"ﾀ199,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
11/03/2010,"Apt 38 Deane, Station Road, Killiney",,Dublin,"ﾀ415,935.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
11/03/2010,"Apt. 2 Surehaven Lawn, Phoenix Park Racecourse, Castleknock Dublin 15",,Dublin,"ﾀ249,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
11/03/2010,"APT. 4 SHALIMAR COURT, PULAVONE, BALLINCOLLIG",,Cork,"ﾀ251,101.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
11/03/2010,"church road, bunclody",,Wexford,"ﾀ115,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/03/2010,"Derryclough, Drinagh",,Cork,"ﾀ191,189.43",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
11/03/2010,"Derry, Rathcabbin, Roscrea",,Tipperary,"ﾀ140,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
11/03/2010,"Drumenny, Donegal town",,Donegal,"ﾀ168,282.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
11/03/2010,"Dwellinghouse at Mullachroe, Belmullet",,Mayo,"ﾀ144,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/03/2010,"Knocktoosh, Broadford, Charleville",,Limerick,"ﾀ40,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/03/2010,"LABASHEEDA, Kilrush",,Clare,"ﾀ40,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/03/2010,"Mountview, Seamount Road, Malahide",,Dublin,"ﾀ160,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/03/2010,"Murlog, Downings, Letterkenny",,Donegal,"ﾀ250,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/03/2010,"No 70 Clonroosk Abbey, Portlaoise",,Laois,"ﾀ159,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
11/03/2010,"No 8 Clonboyne Close, Bellingham, Portlaoise",,Laois,"ﾀ180,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
11/03/2010,"Poulboy, Kilganey, Clonmel",,Tipperary,"ﾀ264,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/03/2010,"Swanbrook Cottage, Bloomfield Avenue, Donnybrook",Dublin 4,Dublin,"ﾀ530,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/03/2010,"1 Tyrells Brook Walk, Edenderry",,Offaly,"ﾀ200,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
12/03/2010,"1 Wellington Court, Novara Avenue, Bray",,Wicklow,"ﾀ186,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/03/2010,"10 the place, dunboyne castle, dunboyne",,Meath,"ﾀ290,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/03/2010,"103 Latchford Close, Castaheaney  Castleknock",,Dublin,"ﾀ202,644.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
12/03/2010,"11 Oakfield, Monaleen, Limerick",,Limerick,"ﾀ302,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/03/2010,"11 WESTFIELD, NEWTONCUNNINGHAM",,Donegal,"ﾀ185,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/03/2010,"116 Rath Lodge, Ashbourne, Co. Meath",,Meath,"ﾀ265,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/03/2010,"12  Daneswood, Donnybrook, Douglas",,Cork,"ﾀ275,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
12/03/2010,"12 Ballyogan Green, Carrickmines, Dublin 18",,Dublin,"ﾀ202,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/03/2010,"126 Abbeygrove, Navan",,Meath,"ﾀ170,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/03/2010,"126 Blackcastle Lodge, Navan",,Meath,"ﾀ160,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/03/2010,"130 Boireann Bheag, Roscam",,Galway,"ﾀ135,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
12/03/2010,"14 Ashton Drive, Ashton Broc, Swords",,Dublin,"ﾀ265,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/03/2010,"14 Rivers Court, Fionn Laoi, Ballincollig",,Cork,"ﾀ202,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
12/03/2010,"14 Summerhill, Stradbally Road, Portlaoise",,Laois,"ﾀ230,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/03/2010,"140 Manorfield View, clonee, Dublin 15",,Dublin,"ﾀ231,500.00",No,No,Second-Hand Dwelling house /Apartment,
12/03/2010,"15 Rinawade Vale, Leixlip",,Kildare,"ﾀ300,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/03/2010,"16 Latchford Close, Castaheaney  Castleknock",,Dublin,"ﾀ149,780.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
12/03/2010,"16 rivervale, dargle road, bray",,Wicklow,"ﾀ145,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/03/2010,"17 Hastings Drive, Balbriggan",,Dublin,"ﾀ169,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
12/03/2010,"18 Droimeala, Clonmel",,Tipperary,"ﾀ180,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/03/2010,"184 Rathmount, Seafield Road, Blackrock",,Louth,"ﾀ233,480.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
12/03/2010,"190 TURVEY WALK, DONABATE",,Dublin,"ﾀ225,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
12/03/2010,"2 Ballybailie, Old Dundalk Road, Ardee",,Louth,"ﾀ350,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/03/2010,"2 Brookstone Road, Baldoyle, Dublin 13",,Dublin,"ﾀ140,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/03/2010,"2 Turvey Woods, Donabate",,Dublin,"ﾀ152,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/03/2010,"2 VILLAGE PARK, KILBRECK, STAMULLEN",,Meath,"ﾀ95,968.00",No,No,Second-Hand Dwelling house /Apartment,
12/03/2010,"21 Ellensborough Downs, Tallaght",Dublin 24,Dublin,"ﾀ202,500.00",No,No,Second-Hand Dwelling house /Apartment,
12/03/2010,"23 ARD MORE LANE, ARDMORE, BETTYSTOWN",,Meath,"ﾀ151,331.75",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
12/03/2010,"23 Cushla Grove, Monksland, Athlone",,Roscommon,"ﾀ178,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/03/2010,"24 Priory Gate, St Michaels Rd, Gorey",,Wexford,"ﾀ200,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/03/2010,"25 Grattan Crescent, Grattan Park, Claremorris",,Mayo,"ﾀ159,691.62",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
12/03/2010,"25 Lana an Bhaile, Craughwell, County Galway",,Galway,"ﾀ215,859.02",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
12/03/2010,"26 Beechdale Court, Firhouse, Dublin 24",,Dublin,"ﾀ205,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/03/2010,"26 Findlater Street, Glasthule, Dublin",,Dublin,"ﾀ305,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/03/2010,"26 Latchford Close, Castaheaney  Castleknock",,Dublin,"ﾀ154,186.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
12/03/2010,"26 Rosebay Drive, Forest Hill  Kilnagleary, Carrigaline",,Cork,"ﾀ197,500.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
12/03/2010,"27 botanic hall, addison park, glasnevin",Dublin 11,Dublin,"ﾀ235,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/03/2010,"27 Capella Court, Langton Cross, Newbridge",,Kildare,"ﾀ114,096.00",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
12/03/2010,"27 Riverwood Chase, Castleknock, Dublin 15",,Dublin,"ﾀ299,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/03/2010,"28 The Paddocks Crescent, Adamstown",,Dublin,"ﾀ277,533.03",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
12/03/2010,"29 Sunday's Well, Lisloose, Tralee",,Kerry,"ﾀ195,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/03/2010,"3 Lincoln Lane, Smithfield",,Dublin,"ﾀ164,950.00",No,No,Second-Hand Dwelling house /Apartment,
12/03/2010,"3 Philipsburgh Terrace, Fairview, Dublin 3",,Dublin,"ﾀ255,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/03/2010,"3 Sandford Gardens, South Circular Road",Dublin 8,Dublin,"ﾀ300,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/03/2010,"30 Clarence Mangan Road, Dublin 8",Dublin 8,Dublin,"ﾀ300,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/03/2010,"32 kew park avenue, lucan",,Dublin,"ﾀ318,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/03/2010,"33 Limeworth, Carriganarra, Ballincollig",,Cork,"ﾀ715,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
12/03/2010,"342 Greenfield Cottages, Maynooth",,Kildare,"ﾀ240,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/03/2010,"36 Castleheath, Malahide, County Dublin",,Dublin,"ﾀ415,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/03/2010,"36 Clonard Road, Sandyford",,Dublin,"ﾀ575,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/03/2010,"36 Cois Coillte, Saleen, Midleton",,Cork,"ﾀ228,832.59",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
12/03/2010,"36 Cul na Greine, Old Bawn, Tallaght",,Dublin,"ﾀ282,500.00",No,No,Second-Hand Dwelling house /Apartment,
12/03/2010,"38 Warrenstown Drive, Blanchardstown",Dublin 15,Dublin,"ﾀ180,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/03/2010,"388 Riverforest, Leixlip",,Kildare,"ﾀ250,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/03/2010,"4 Tower Villas, Tower Avenue, Rathgar",Dublin 6,Dublin,"ﾀ520,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/03/2010,"42A Beach Road, Sandymount",Dublin 4,Dublin,"ﾀ630,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/03/2010,"43 Ballynakelly Green, Newcastle",,Dublin,"ﾀ220,265.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
12/03/2010,"43 Ginnell Terrace, Mullingar",,Westmeath,"ﾀ90,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/03/2010,"45, WESTCOURT, DROGHEDA",,Louth,"ﾀ240,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/03/2010,"48 Capella Court, Newbridge",,Kildare,"ﾀ112,757.20",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
12/03/2010,"5 Wheatfield Avenue, Clondalkin",,Dublin,"ﾀ132,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/03/2010,"6  caislean nua, Golf Links Road, Castletroy",,Limerick,"ﾀ462,555.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
12/03/2010,"6 Chestnut Grove, Caherdavin Lawn",,Limerick,"ﾀ257,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/03/2010,"6 Station Court, Ennis",,Clare,"ﾀ160,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/03/2010,"7 liffey glen, liffey valley park, lucan",,Dublin,"ﾀ230,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/03/2010,"7 The Hill, Malahide",,Dublin,"ﾀ360,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/03/2010,"72 Carrow Road, Drimnagh",Dublin 12,Dublin,"ﾀ215,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
12/03/2010,"74 Cluain Lorcan, latlorcan, monaghan",,Monaghan,"ﾀ182,071.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
12/03/2010,"74 Oceanwave, Dr Colohan Road, Salthill",,Galway,"ﾀ378,900.00",No,No,Second-Hand Dwelling house /Apartment,
12/03/2010,"75 ARD AOIBHINN, CLONMEL",,Tipperary,"ﾀ195,595.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
12/03/2010,"75 Cluain Lorcan, Latlorcan, monaghan",,Monaghan,"ﾀ182,071.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
12/03/2010,"75 Latchford Close, Castaheaney  Castleknock",,Dublin,"ﾀ198,238.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
12/03/2010,"76 Royal Canal Court, Ashtown",Dublin 15,Dublin,"ﾀ145,374.45",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
12/03/2010,"8 CHAPLE CLOSE, BALBRIGGAN",,Dublin,"ﾀ197,500.00",No,No,Second-Hand Dwelling house /Apartment,
12/03/2010,"8 Peyton Court, Stoney Road, Rathcoole  Co. Dublin",,Dublin,"ﾀ268,722.00",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
12/03/2010,"82 Cluain Lorcan, Latlorcan, Monaghan",,Monaghan,"ﾀ182,071.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
12/03/2010,"82 Lisnenan Court, Letterkenny",,Donegal,"ﾀ195,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
