Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (ﾀ),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
08/04/2011,"Curryaun, Swinford",,Mayo,"ﾀ65,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/04/2011,"Derries Lower, Loughduff",,Cavan,"ﾀ175,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/04/2011,"DERRINTOBER HOUSE, DRUMSHAMBO, LEITRIM",,Leitrim,"ﾀ125,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/04/2011,"Dromaurauka, Clonkeen, Killarney",,Kerry,"ﾀ95,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/04/2011,"homefarm, moycullen",,Galway,"ﾀ358,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/04/2011,"INCHICLOGH, CAHERCIVEEN",,Kerry,"ﾀ150,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/04/2011,"Inchinapoagh, Brosna",,Kerry,"ﾀ153,460.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
08/04/2011,"Kilmeedy West, Millstreet",,Cork,"ﾀ230,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/04/2011,"Mountbrown, Croagh, Rathkeale",,Limerick,"ﾀ274,500.00",No,No,Second-Hand Dwelling house /Apartment,
08/04/2011,"No. 21 Cappaneale, Birr",,Offaly,"ﾀ85,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/04/2011,"RATHDUFF, BALLYRAGGET, .",,Kilkenny,"ﾀ133,826.00",No,No,Second-Hand Dwelling house /Apartment,
08/04/2011,"Richardstown, Clane",,Kildare,"ﾀ720,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/04/2011,"ROCHESTOWN, CAHIR",,Tipperary,"ﾀ195,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/04/2011,"St. Mary's Road, Dunmanway",,Cork,"ﾀ100,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/04/2011,"Ticonnail St., Donegal",,Donegal,"ﾀ230,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/04/2011,"Weeneytown, Duncormack",,Wexford,"ﾀ60,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/04/2011,"Reenrour East, Bantry",,Cork,"ﾀ32,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/04/2011,"'The Rabbit Field', Dromnea  Kilcrohane, Bantry",,Cork,"ﾀ380,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/04/2011,"1 Coulson Avenue, Rathgar, Dublin 6",Dublin 6,Dublin,"ﾀ350,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/04/2011,"105 Richmond Park, Herbert Road, Bray",,Wicklow,"ﾀ217,500.00",No,No,Second-Hand Dwelling house /Apartment,
11/04/2011,"107 Sallins Bridge, Sallins",,Kildare,"ﾀ287,100.00",No,No,Second-Hand Dwelling house /Apartment,
11/04/2011,"11 Tritonville Road, Sandymount",,Dublin,"ﾀ575,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/04/2011,"117 Dooradoyle Park, Dooradoyle",,Limerick,"ﾀ164,750.00",No,No,Second-Hand Dwelling house /Apartment,
11/04/2011,"119 The Faythe, Wexford",,Wexford,"ﾀ68,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/04/2011,"13 Ard Crann, Castlecomer",,Kilkenny,"ﾀ118,942.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
11/04/2011,"13 Sylvan Park, Letterkenny",,Donegal,"ﾀ125,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/04/2011,"14 manor court, maynooth",,Kildare,"ﾀ150,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/04/2011,"15 Drummond Radhairc, Dundalk Road, Carrickmacross",,Monaghan,"ﾀ230,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
11/04/2011,"15 Mount Symon Avenue, Clonsilla, Dublin 15",,Dublin,"ﾀ255,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/04/2011,"2 Derry Road, Durrow",,Laois,"ﾀ70,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/04/2011,"20 Bramble Rise, Killynebber, Cavan",,Cavan,"ﾀ112,775.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
11/04/2011,"20 Sandyford Hall Crescent, Sandyford, Dublin 18",,Dublin,"ﾀ330,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/04/2011,"21 Fernwood, Wilton, Cork",,Cork,"ﾀ224,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/04/2011,"21 MALTON PARK, COOLATTIN ROAD, CARNEW",,Wicklow,"ﾀ150,000.00",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
11/04/2011,"296 palmerstown woods, clondalkin",,Dublin,"ﾀ90,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/04/2011,"3 Cnoc Alainn, Ballycar, Newmarket-on-Fergus",,Clare,"ﾀ200,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
11/04/2011,"30 Ballyroan Rd, Templeogue",Dublin 16,Dublin,"ﾀ300,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/04/2011,"38 Birr Street, Kilcormac",,Offaly,"ﾀ56,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/04/2011,"4 Bolton Square, Drogheda",,Louth,"ﾀ70,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/04/2011,"41a Thomastown Road, Dun Laoghaire, Co. Dublin",,Dublin,"ﾀ325,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/04/2011,"42 Beinn Aoibhinn, Letterkenny",,Donegal,"ﾀ153,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/04/2011,"46 Main Street, Belmayne, Balgriffin",,Dublin,"ﾀ101,321.58",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
11/04/2011,"5 Alderbrook, Frankfield",,Cork,"ﾀ240,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/04/2011,"56 Brooklawn, Strandville Avenue, Clontarf",Dublin 3,Dublin,"ﾀ184,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/04/2011,"6 De Loughry Place, Kilkenny",,Kilkenny,"ﾀ138,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/04/2011,"6 Laurence Kelly Terrace, Killeagh",,Cork,"ﾀ73,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/04/2011,"6 Vanessa Close, Celbridge, Co Kildare",,Kildare,"ﾀ200,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/04/2011,"61 CLUSKER PARK, NAVAN, MEATH",,Meath,"ﾀ60,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/04/2011,"65 Woodbrook Crescent, Castleknock, Dublin 15",,Dublin,"ﾀ178,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/04/2011,"7 Carrick Hill, Portlaoise",,Laois,"ﾀ355,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/04/2011,"70 Dunmasc, Portlaoise",,Laois,"ﾀ274,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/04/2011,"8 Carrick Road, Shantalla, Galway",,Galway,"ﾀ97,500.00",Yes,No,Second-Hand Dwelling house /Apartment,
11/04/2011,"Amber Hill, Kilmeaden",,Waterford,"ﾀ70,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/04/2011,"Apartment 11, Booterstown Wood, Booterstown",,Dublin,"ﾀ304,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
11/04/2011,"Apt. 49 Rochdale, Honeypark, Dun Laoghaire",,Dublin,"ﾀ184,000.00",Yes,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
11/04/2011,"Ballinagard, Ballyneety",,Limerick,"ﾀ137,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/04/2011,"Ballydeloughy, Ballindangan, Mitchelstown",,Cork,"ﾀ110,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/04/2011,"Basement Flat, 11 Palace Street, Drogheda",,Louth,"ﾀ47,500.00",No,No,Second-Hand Dwelling house /Apartment,
11/04/2011,"Cappanagraigue, Clonaslee",,Laois,"ﾀ75,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/04/2011,"Clonleigh, Palace East",,Wexford,"ﾀ150,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/04/2011,"Cusack Road, Ennis",,Clare,"ﾀ182,500.00",No,No,Second-Hand Dwelling house /Apartment,
11/04/2011,"Doon West, Roscahill",,Galway,"ﾀ275,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/04/2011,"Finiskil, Mohill",,Leitrim,"ﾀ165,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/04/2011,"Liskeelty, Grange",,Waterford,"ﾀ250,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
11/04/2011,"Rivendell, Newbawn, Rathdrum",,Wicklow,"ﾀ215,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/04/2011,"Sans Souci, Killiney Hill Road, Killiney",,Dublin,"ﾀ650,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/04/2011,"Shanbally, OldParish",,Waterford,"ﾀ50,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/04/2011,"Tinraheen, Ballaghkeen",,Wexford,"ﾀ198,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2011,"'Honoria Cottage', Barnacullia  Woodside Road, Sandyford",,Dublin,"ﾀ80,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2011,"1 College Street, Carlow",,Carlow,"ﾀ51,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2011,"13 Eastham Village, Bettystown",,Meath,"ﾀ330,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2011,"138 HARBOUR VIEW, CROFTON ROAD, DUN LAOGHAIRE",,Dublin,"ﾀ190,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2011,"17 Stamanaran, Old Golf Links Road, Dundalk",,Louth,"ﾀ135,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
12/04/2011,"171 CARNLOUGH ROAD, CABRA",Dublin 7,Dublin,"ﾀ145,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2011,"2  The Avenue, Lios na Fea, Macroom",,Cork,"ﾀ150,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2011,"21 Sandford Avenue, South Circular Rd, Dublin 8",,Dublin,"ﾀ282,400.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2011,"222 Woodhaven, Castletroy",,Limerick,"ﾀ205,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2011,"24 Distillery Court, Drogheda Row, Monasterevin",,Kildare,"ﾀ120,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
12/04/2011,"24 Sandyvale Lawn, Headford Rd, galway",,Galway,"ﾀ133,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2011,"3 Chestnut Court, Collinswood, Collins Avenue",Dublin 9,Dublin,"ﾀ257,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2011,"3 forest avenue, rivervalley, swords",,Dublin,"ﾀ157,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2011,"31 Loreto Wood, Cavan",,Cavan,"ﾀ52,863.43",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
12/04/2011,"35 MONTPELIER PARADE, MONKSTOWN",,Dublin,"ﾀ680,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2011,"36 St. Peter's Road, Walkinstown",Dublin 12,Dublin,"ﾀ210,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2011,"39 BRIAN BORU AVENUE, CLONTARF, DUBLIN 3",Dublin 3,Dublin,"ﾀ137,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2011,"39 Oakleigh, Celbridge",,Kildare,"ﾀ470,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2011,"48 Clonsilla Road, Blanchardstown, Dublin 15",,Dublin,"ﾀ255,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2011,"48 St. Joseph's Street, Limerick",,Limerick,"ﾀ120,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2011,"50 BROWNESHILL WOOD, BROWNESHILL ROAD, CARLOW",,Carlow,"ﾀ92,511.01",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
12/04/2011,"62 Ridgewood Green, Swords",,Dublin,"ﾀ338,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2011,"7 Inis Fail, Old Bawn, Tallaght",,Dublin,"ﾀ240,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2011,"73 Limekiln Wood, Navan",,Meath,"ﾀ158,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2011,"73/73A SWEETMOUNT AVENUE, DUNDRUM",Dublin 24,Dublin,"ﾀ1,805,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2011,"85  Castle View Road, Clondalkin",,Dublin,"ﾀ160,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
12/04/2011,"Annaghdown, Galway",,Galway,"ﾀ95,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2011,"Ardacluckeen, Killorglin",,Kerry,"ﾀ70,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2011,"ballinahinch, Newtowncashel",,Longford,"ﾀ20,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2011,"Ballynacleigh, Carrick on Shannon, County Leitrim",,Leitrim,"ﾀ465,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2011,"Crannog, Taney Park, Dundrum",Dublin 14,Dublin,"ﾀ710,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2011,"Dohora, Banogue, Croom",,Limerick,"ﾀ108,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2011,"Drumoghill, Manorcunningham",,Donegal,"ﾀ100,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2011,"HodgestownDonadea, Naas",,Kildare,"ﾀ189,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2011,"Killeentierna, Currow, Farranfore",,Kerry,"ﾀ140,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2011,"Main Street, Ballycotton",,Cork,"ﾀ150,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2011,"No 5 Market Street, Bantry",,Cork,"ﾀ10,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2011,"Rathcline Road, Lanesboro",,Longford,"ﾀ75,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2011,"Saltpans, Rathmullen",,Donegal,"ﾀ270,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2011,"Shrule, Ballaghkeen North",,Wexford,"ﾀ132,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2011,"The Mall, Dingle",,Kerry,"ﾀ135,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2011,"The Orchards, Bella Road, Clonmel",,Tipperary,"ﾀ40,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2011,"Tirandara, Kindlestown Hill, Delgany",,Wicklow,"ﾀ750,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2011,"Tynock, Kiltegan",,Wicklow,"ﾀ320,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2011,"Westbrook House, Kinsealy",,Dublin,"ﾀ1,140,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/04/2011,"11 The Green, College Road",,Galway,"ﾀ250,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/04/2011,"14 Glen Richmond, Glanmire",,Cork,"ﾀ585,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/04/2011,"2 Dukes Villas, Mornington, Donacarney",,Meath,"ﾀ185,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/04/2011,"20 DERNISH AVENUE, FOYNES",,Limerick,"ﾀ92,500.00",No,No,Second-Hand Dwelling house /Apartment,
13/04/2011,"25 Nash Street, Inchicore",Dublin 8,Dublin,"ﾀ104,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/04/2011,"27 The Writings, Dromin Road, Listowel",,Kerry,"ﾀ147,500.00",No,No,Second-Hand Dwelling house /Apartment,
13/04/2011,"29 Kerdiff Park, Naas",,Kildare,"ﾀ175,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/04/2011,"40 Cahills Park, Tralee",,Kerry,"ﾀ92,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/04/2011,"42 Broadfield Drive, Broadfield Manor, Rathcoole",,Dublin,"ﾀ268,772.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
13/04/2011,"48 Gleann Petit, Mullingar",,Westmeath,"ﾀ207,600.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
13/04/2011,"55 Tir Connell Avenue, Lismore Law",,Waterford,"ﾀ127,500.00",No,No,Second-Hand Dwelling house /Apartment,
13/04/2011,"59 Park Lane, grange rath, drogheda",,Meath,"ﾀ282,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/04/2011,"6 Kilakee Court, Firhouse",Dublin 24,Dublin,"ﾀ260,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/04/2011,"7 Dunloe Drive, Windtown, Navan",,Meath,"ﾀ104,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
13/04/2011,"9 Brighton Avenue, Clontarf",Dublin 3,Dublin,"ﾀ255,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/04/2011,"95 Blacklion Manor, Greystones",,Wicklow,"ﾀ382,500.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
13/04/2011,"98 Cartur M�r, Knocknacarra.",,Galway,"�189,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/04/2011,"Apartment 12, Richmond Villas, South Richmond Street",,Dublin,"ﾀ140,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/04/2011,"Apt 39 Block F, Milner's Square, Santry",,Dublin,"ﾀ165,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
13/04/2011,"Apt No. 29 The Warehouse, Clanbrassil Terrace, Dublin 8.",Dublin 8,Dublin,"ﾀ192,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/04/2011,"Ballygill, Carrowreagh, Ballinasloe",,Roscommon,"ﾀ104,756.11",Yes,No,Second-Hand Dwelling house /Apartment,
13/04/2011,"collistown, kilcloon, co. meath",,Meath,"ﾀ400,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/04/2011,"Coornagillagh, Tuosist, Killarney",,Kerry,"ﾀ30,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
13/04/2011,"Doon, Ballinahowen, Offaly",,Offaly,"ﾀ260,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/04/2011,"Galwolie, Doochary",,Donegal,"ﾀ52,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/04/2011,"Knockaneduff, Solohead",,Tipperary,"ﾀ150,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/04/2011,"Lisnolan, Manulla, Castlebar",,Mayo,"ﾀ40,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/04/2011,"Mountlucas, Tullamore",,Offaly,"ﾀ120,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/04/2011,"Moys, Emyvale",,Monaghan,"ﾀ193,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/04/2011,"Mulgrave Lodge, 11 Mulgrave Terrace, Dun Laoghaire",,Dublin,"ﾀ800,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/04/2011,"New Houses, Kill",,Waterford,"ﾀ55,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
13/04/2011,"No. 5 St. James Court, Cabra, Kingscourt",,Cavan,"ﾀ255,506.60",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
13/04/2011,"Roxborough Glebe, Kilcar, xxx",,Donegal,"ﾀ180,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/04/2011,"Shanballymore, Dunmore",,Galway,"ﾀ15,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
13/04/2011,"TERMON, VIRGINIA",,Cavan,"ﾀ189,500.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
13/04/2011,"The Cottage, Shanacoole, Kinsalebeg",,Waterford,"ﾀ95,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/04/2011,"Village View, Ballyroan, Portlaoise",,Laois,"ﾀ153,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/04/2011,"'St Joseph's', Ballymoneen Road",,Galway,"ﾀ285,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/04/2011,"10 Springhill Avenue, Blackrock, County Dublin",,Dublin,"ﾀ350,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/04/2011,"12 Carraig Craobh, Letterkenny",,Donegal,"ﾀ108,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/04/2011,"129 St. Helen's Village, Kilrane, Rosslare",,Wexford,"ﾀ110,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/04/2011,"13 Parklands, Maynooth",,Kildare,"ﾀ265,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/04/2011,"14 Frankfort Avenue, Rathgar, Dublin 6",,Dublin,"ﾀ485,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/04/2011,"14 glenaulin green, palmerstown",,Dublin,"ﾀ112,500.00",Yes,No,Second-Hand Dwelling house /Apartment,
14/04/2011,"15 Barton Grange, New Road, Straffan",,Kildare,"ﾀ714,972.47",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
14/04/2011,"15 Santry Villas, Santry",Dublin 9,Dublin,"ﾀ195,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/04/2011,"186 Beauvale Park, Artane",,Dublin,"ﾀ305,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/04/2011,"2  Glincool Gardens, Maglin Road, Ballincollig",,Cork,"ﾀ253,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/04/2011,"2 Beech View, Rathwire, Killucan",,Westmeath,"ﾀ130,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/04/2011,"2 Inny View, Coole, Mullingar",,Westmeath,"ﾀ57,500.00",No,No,Second-Hand Dwelling house /Apartment,
14/04/2011,"21 Barr Na Claise, Innishannon",,Cork,"ﾀ154,185.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
14/04/2011,"25 Merton Drive, Ranelagh, Dublin 6",Dublin 6,Dublin,"ﾀ545,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/04/2011,"3 Loch Conn Road, Ballyfermot, Dublin 10",,Dublin,"ﾀ140,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/04/2011,"33 Cionn Torc, Castlepollard",,Westmeath,"ﾀ80,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
14/04/2011,"37 Churchfields, Ashbourne",,Meath,"ﾀ178,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
14/04/2011,"37 Ushnagh Court, Mullingar",,Westmeath,"ﾀ80,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/04/2011,"4 Woodford Close, Clondalkin, Dublin 22",,Dublin,"ﾀ140,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/04/2011,"43 Monastery Walk, Clondalkin",,Dublin,"ﾀ315,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/04/2011,"46 grange wood, grange road, rathfarnham",Dublin 16,Dublin,"ﾀ380,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/04/2011,"47 Ballyshannon Avenue, Kilmore West",,Dublin,"ﾀ130,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/04/2011,"49 Blackhall Square, Dublin 7",,Dublin,"ﾀ87,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/04/2011,"5  Herbertin Walk, Rialto, Dublin 8",Dublin 8,Dublin,"ﾀ132,159.00",Yes,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
14/04/2011,"5 Kilbrogan HIll, Bandon, Bandon",,Cork,"ﾀ215,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/04/2011,"57 Raheen Park, Bray",,Wicklow,"ﾀ270,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/04/2011,"6  ABBEY TERRACE, ARKLOW, ABBEYLANDS",,Wicklow,"ﾀ78,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/04/2011,"6 Anglers Rest, Donnybrook, Dublin 4",Dublin 4,Dublin,"ﾀ210,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/04/2011,"6 Inis Orga, Curryclough, Bandon",,Cork,"ﾀ212,500.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
14/04/2011,"7 An Tobair, Duagh",,Kerry,"ﾀ140,088.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
14/04/2011,"7 An Tobair, Duagh",,Kerry,"ﾀ140,088.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
14/04/2011,"75 Kincora Drive, Clontarf, Dublin",,Dublin,"ﾀ500,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/04/2011,"78 BARNWALL COURT, BALBRIGGAN",,Dublin,"ﾀ90,000.00",Yes,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
14/04/2011,"83 Derrynane Square, Dorset Street",,Dublin,"ﾀ172,500.00",No,No,Second-Hand Dwelling house /Apartment,
14/04/2011,"86 Cois na hAbhainn, Moate",,Westmeath,"ﾀ150,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/04/2011,"9 CLARINDA HOUSE, DUN LAOGHAIRE",,Dublin,"ﾀ232,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/04/2011,"Apt 48 Tailteann Court, Longford Road, Mullingar",,Westmeath,"ﾀ95,980.50",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
14/04/2011,"Apt. 5 Waterpark Apartments, Maypark Lane  Ballinakill, Waterford",,Waterford,"ﾀ79,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/04/2011,"Ballinafagh, Prosperous, Naas",,Kildare,"ﾀ230,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/04/2011,"Ballymakeera, Macroom",,Cork,"ﾀ160,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/04/2011,"Church Street, Kells",,Meath,"ﾀ20,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/04/2011,"Derryknockane, Rosbrien",,Limerick,"ﾀ561,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/04/2011,"Glasslacken, Bunclody, Enniscorthy",,Wexford,"ﾀ32,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/04/2011,"Glendalough, Loughshinny",,Dublin,"ﾀ435,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/04/2011,"Gloun, Dunmanway",,Cork,"ﾀ220,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/04/2011,"Navenny Street, Ballybofey",,Donegal,"ﾀ50,000.00",No,No,Second-Hand Dwelling house /Apartment,
